id,category,action,owner,ledger_status,project,file,claim,note,what_would_settle_it,how_long
BH001,NOT-A-CLOSURE,,,SETTLED,,LEDGER.md,"Pinnacle's guest API returns live priced markets unauthenticated and free — 27,582 soccer, 3,728 tennis, 1,920 baseball, 643 esports, each with maxRiskStake.",API fact,,
BH002,EVIDENCE,,,SETTLED,,LEDGER.md,"Nothing survives the structural grid on esports, and nothing survives on the MLB control.","2,779 esports events, 0 cells above zero, 120 survive correction and every one is negative",,
BH003,NOT-A-CLOSURE,,,SETTLED,,LEDGER.md,"close_time is when the market SETTLES, not when play starts — the pre-registered −60 min anchor was VOID at 13.96% extreme quotes, 99.7% correct.",the pre-registered gate firing,,
BH004,NOT-A-CLOSURE,,,SETTLED,,LEDGER.md,Esports' real pre-match cost is 3–6× the figure the shortlist ranked it on.,"cost finding, corrected by BH013",,
BH005,NOT-A-CLOSURE,,,SETTLED,,LEDGER.md,"Resting orders do get filled: 29–36% strict (trade-through), 63–69% permissive.",fill-rate finding -- a falsification that failed,,
BH006,NOT-A-CLOSURE,,,BROKEN,,LEDGER.md,H10's net P&L and adverse selection.,BROKEN as evidence; the thread has no verdict,,
BH007,NOT-A-CLOSURE,,,SUGGESTIVE,,LEDGER.md,De-vigged Pinnacle vs the Kalshi ask on esports: the median buy edge is negative under every method.,"SUGGESTIVE on 13 events, says so itself",,
BH008,NOT-A-CLOSURE,,,SETTLED,,LEDGER.md,Polymarket esports is ~96% derivative markets.,market-composition fact,,
BH009,NOT-A-CLOSURE,,,SETTLED,,LEDGER.md,"Kalshi's retention is a fixed calendar boundary at 2026-05-25, not a rolling window — and it is the same boundary on the market listing AND the trade tape.",retention fact; refutes M009,,
BH010,NARROW,RELABEL,devig,SETTLED,,LEDGER.md,"⚠ WORDING NARROWED 2026-08-09. This measures what Kalshi's retrievable tape holds, not how much soccer exists or how good it is. The 152-event count killed the ","kills the South American soccer families on RETRIEVABLE KALSHI EVENTS (152 against a 481 bar). That is a statement about Kalshi's tape, not about soccer, and free historical soccer data goes back a decade.",Scope it to Kalshi's retrievable tape. Free historical soccer results go back a decade and the soccer chat is using them now.,minutes
BH011,EVIDENCE,,,SETTLED,,LEDGER.md,The de-vig test's cost bar is larger than the entire vig it removes.,"closed on a measurement -- 1,460 paired observations on 30 games, largest venue disagreement 2.77c against a 2.75c cost. NOT on the vig-bound argument, which devig retracted 2026-08-07 and which this audit wrongly repeated.",,
BH012,NOT-A-CLOSURE,,,SETTLED,,LEDGER.md,close_time on a LIVE Kalshi MLB market is the game start plus exactly 72 h. On settled markets Kalshi rewrites it to the true settlement instant (2.4–3.2 h afte,time-field fact,,
BH013,NOT-A-CLOSURE,,,?,,LEDGER.md,"RESULTS.md §3's ""KXMLBGAME is 1.0¢ at every lead"" is wrong because the recorded touch is 2.0¢ ⚠⚠ MY CORRECTION WAS ITSELF WRONG. WITHDRAWN 2026-08-09.",correction,,
BH014,BUG,REOPEN,devig,BROKEN,,LEDGER.md,record.py probed mkts[:60] in Kalshi's undocumented listing order.,the recorder probed the first 60 tickers in Kalshi's undocumented listing order while the family listed 85-104. Fixed 2026-08-06. Which earlier conclusions read that truncated output has not been stated anywhere.,State which earlier bot-hunt conclusions read the truncated 60-ticker recorder output before it was fixed on 2026-08-06.,a reading pass
SO041,EVIDENCE-PENDING,,,SETTLED,soccer,LEDGER.md,"The market does not quote a near-certainty. Any strategy shaped ""buy the thing that is 97% to happen, cheaply"" fails on availability, not on price.","the market does not quote the thing the strategy wanted to buy: at the 89th minute a quote existed 16 times in 100 and at 97c or better, 1 in 100. Predicted in writing before it was run, and its own selection canary FAILS on the has-a-market mask, which is the honest way round. 699 matches, one reading each. THIS AUDIT HAS NOT VERIFIED IT -- it is four days old and the folder's other 39 rows are unread.",,
SO037,NOT-A-CLOSURE,,,SUGGESTIVE,soccer,LEDGER.md,Kalshi's soccer price is worse than the historical rate implies at essentially every minute.,"labelled SUGGESTIVE and conditional by its own author -- two populations, and by SO041 the readings are conditioned on the match still being in doubt. Not a closure.",,
SO042,EVIDENCE-PENDING,,,SETTLED,soccer,LEDGER.md,"The near-certainty gap is market-maker behaviour, not a soccer quirk — it appears in every sport Kalshi runs per-game.","the near-certainty gap generalises from one sport to seven -- 284 settled markets, and the control at 40-70c is 100 in 100 on all 33,802 minutes, which rules out 'the book is just thin'. Six of the seven have no draw leg, which kills the soccer-specific explanation. Carefully scoped by its author to AVAILABILITY only, with no event state, so a 95c quote may be a pre-match favourite rather than a late near-certainty. THIS AUDIT HAS NOT VERIFIED IT.",,
CH001,NOT-A-CLOSURE,,,RETRACTED,Tennis player model,kalshi-chat-audit/LEDGER_CHATS.md,"""Backtest shows +14.4% to +24.6% ROI on selective betting.""",retraction,,
CH002,NOT-A-CLOSURE,,,RETRACTED,Tennis player model,kalshi-chat-audit/LEDGER_CHATS.md,"""Kalshi beats the Betfair Exchange closing line by 0.022 Brier.""",retraction,,
CH003,NOT-A-CLOSURE,,,RETRACTED,Tennis player model,kalshi-chat-audit/LEDGER_CHATS.md,"""Model vs Kalshi is indistinguishable (+0.00714, CI crosses zero).""",retraction,,
CH004,NOT-A-CLOSURE,,,RETRACTED,Tennis player model,kalshi-chat-audit/LEDGER_CHATS.md,"""Stage 0 coverage is 74.5%; there is no ITF tier on Kalshi.""",retraction,,
CH005,NOT-A-CLOSURE,,,RETRACTED,Copy trading,kalshi-chat-audit/LEDGER_CHATS.md,"""Wallet copy trading shows a +7.23pp skill edge.""",retraction,,
CH006,NOT-A-CLOSURE,,,RETRACTED,Copy trading,kalshi-chat-audit/LEDGER_CHATS.md,"""A wallet returned +95pp.""",retraction,,
CH007,NOT-A-CLOSURE,,,RETRACTED,Copy trading,kalshi-chat-audit/LEDGER_CHATS.md,"""Longshot buying returns −20.9pp.""",retraction,,
CH008,NOT-A-CLOSURE,,,RETRACTED,Tennis bot,kalshi-chat-audit/LEDGER_CHATS.md,"""A fixed-cent stop in a mean-reverting band is a machine for selling local lows — six stops, six bounces, average bounce +30c against a 15c stop.""",retraction,,
CH009,NOT-A-CLOSURE,,,RETRACTED,Tennis bot,kalshi-chat-audit/LEDGER_CHATS.md,"""The COULD NOT CANCEL … 404 warnings left dangling live sell orders — naked short risk, cancel them on Kalshi yourself.""",retraction,,
CH010,NOT-A-CLOSURE,,,RETRACTED,Exchange-wide scan,kalshi-chat-audit/LEDGER_CHATS.md,"""S&P/Nasdaq markets carry a halved fee multiplier.""",retraction,,
CH011,NOT-A-CLOSURE,,,RETRACTED,Exchange-wide scan,kalshi-chat-audit/LEDGER_CHATS.md,"""Internal no-arbitrage violations are the highest-quality opportunity on the exchange.""",retraction,,
CH012,NOT-A-CLOSURE,,,RETRACTED,Exchange-wide scan,kalshi-chat-audit/LEDGER_CHATS.md,"""Combo-generated legs dominate the raw Kalshi trade feed, so flow signals are garbage.""",retraction,,
CH013,NOT-A-CLOSURE,,,RETRACTED,Tennis bot,kalshi-chat-audit/LEDGER_CHATS.md,"""The threshold-optimizer bot found every threshold was negative.""",retraction,,
CH014,NOT-A-CLOSURE,,,RETRACTED,Skill accuracy,kalshi-chat-audit/LEDGER_CHATS.md,"""The tennis-live-predictor skill is going 7/7 on live calls.""",retraction,,
CH015,NOT-A-CLOSURE,,,RETRACTED,Manual trading,kalshi-chat-audit/LEDGER_CHATS.md,"""Webb is at 27% against a fair value of ~51% — a 24-point edge.""",retraction,,
CH016,NOT-A-CLOSURE,,,RETRACTED,Signal bot,kalshi-chat-audit/LEDGER_CHATS.md,"""Win posts in the Discord get far more engagement than loss posts.""",retraction,,
CH017,NOT-A-CLOSURE,,,RETRACTED,Signal bot,kalshi-chat-audit/LEDGER_CHATS.md,"""The 26 silent calls are weighted toward losses.""",retraction,,
CH018,NOT-A-CLOSURE,,,RETRACTED,Signal bot,kalshi-chat-audit/LEDGER_CHATS.md,"""The screen-reader bot should require the read price to match rot's card price.""",retraction,,
CH019,NOT-A-CLOSURE,,,RETRACTED,Tennis backtest,kalshi-chat-audit/LEDGER_CHATS.md,"""The mirrored Kalshi markets are not exact inverses.""",retraction,,
CH020,NOT-A-CLOSURE,,,RETRACTED,Tennis bot,kalshi-chat-audit/LEDGER_CHATS.md,"""The serving signal is worth +3.09c per trade.""",retraction,,
CH021,NOT-A-CLOSURE,,,BROKEN,Tennis bot,kalshi-chat-audit/LEDGER_CHATS.md,Overnight bot session netted +$0.60 across 10 fills.,"BROKEN, unresolved",,
CH022,NOT-A-CLOSURE,,,BROKEN,Tennis bot,kalshi-chat-audit/LEDGER_CHATS.md,"Three irreconcilable P&L figures for one session: +$0.60 (Claude, from history display), +$2.51 gross (Claude Code, from raw fills), −$3.55 (the app's own track","BROKEN, unresolved",,
CH023,NOT-A-CLOSURE,,,SUGGESTIVE,Tennis bot,kalshi-chat-audit/LEDGER_CHATS.md,"Exit machinery converted a −$26.48 hold-to-resolution outcome into break-even — ""stops saved ~$27"".",SUGGESTIVE,,
CH024,NOT-A-CLOSURE,,,SUGGESTIVE,Tennis bot,kalshi-chat-audit/LEDGER_CHATS.md,Average entry price 69.5c; only 4 of 10 players actually won. ~4.7% chance of being pure bad luck.,SUGGESTIVE,,
CH025,NOT-A-CLOSURE,,,UNVERIFIED,Tennis bot,kalshi-chat-audit/LEDGER_CHATS.md,"The 80c+ entry bucket is where all the losses came from (4 trades, 1 winner, −$2.14). Basis for the proposed 75c entry cap.","UNVERIFIED, n=4, self-flagged",,
CH026,NOT-A-CLOSURE,,,UNVERIFIED,Tennis bot,kalshi-chat-audit/LEDGER_CHATS.md,"Blind price-gated re-entry after a stop is roughly a wash and worse after costs (2 wins, 4 losses); re-entry must be score-gated.","UNVERIFIED, n=6",,
CH027,NOT-A-CLOSURE,,,UNVERIFIED,Tennis bot,kalshi-chat-audit/LEDGER_CHATS.md,"Live tennis markets follow a three-act shape (drift band → volatility explosion → terminal ramp), and all six stop-outs came from Act II.","UNVERIFIED, eyeballed",,
CH028,NOT-A-CLOSURE,,,BROKEN,Tennis bot,kalshi-chat-audit/LEDGER_CHATS.md,Re-running the 10 trades under the proposed v2 rules gives ≈ +$7 instead of +$0.60.,"BROKEN by construction, self-flagged",,
CH029,NOT-A-CLOSURE,,,BROKEN,Tennis bot,kalshi-chat-audit/LEDGER_CHATS.md,"Fees ate ~80% of gross profit (gross ≈ +$2.85, ~$2.20–2.30 fees on 91 contracts, ≈2.5c/share round trip).","BROKEN, rests on CH022",,
CH030,NOT-A-CLOSURE,,,SETTLED,Tennis bot,kalshi-chat-audit/LEDGER_CHATS.md,The app was closed for 4h13m with five open positions. Take-profits rest server-side on Kalshi and fill regardless; stops are app-side and do nothing while clos,structural fact,,
CH031,EVIDENCE,,,SETTLED,Tennis bot,kalshi-chat-audit/LEDGER_CHATS.md,"Score-staleness guard never worked. score_from_item stamped fetched_at = time.time() at *cache read*, so score_age_sec always read ~0 and max_score_age_sec = 30",a bug that correctly voided results rather than manufacturing a null; B008 later measured it at 97.4%,,
CH032,NOT-A-CLOSURE,,,SETTLED,Tennis bot,kalshi-chat-audit/LEDGER_CHATS.md,"The Apify outage was a free-tier monthly hard limit (594 scans at 20s intervals × up to 2 actor runs), not a code fault.",root cause,,
CH033,NOT-A-CLOSURE,,,SETTLED,Tennis bot,kalshi-chat-audit/LEDGER_CHATS.md,"The outage did not cause bad trades — the design fails closed (no feed ⇒ no candidates), and stops read Kalshi prices, not Apify.",reconciliation,,
CH034,NOT-A-CLOSURE,,,SETTLED,Tennis bot / all,kalshi-chat-audit/LEDGER_CHATS.md,Kalshi taker fee = round_up(0.07 × C × P × (1−P)); peak 1.75c/contract at 50c; maker fee 0.0175 × C × P × (1−P) = 25% of taker.,fee fact,,
CH035,NOT-A-CLOSURE,,,UNVERIFIED,All,kalshi-chat-audit/LEDGER_CHATS.md,Every negative result in the project is a taker result. No resting-order strategy has ever been tested on any market.,"an open gap, correctly labelled -- and still only partly filled: tennis (S008) yes, esports BROKEN (BH006), crypto one week of tape",,
CH036,NOT-A-CLOSURE,,,SUGGESTIVE,Tennis bot,kalshi-chat-audit/LEDGER_CHATS.md,"Trade A (mean-reversion scalp) needs a 70% hit rate; Trade B (terminal ramp) needs 46%. Therefore ""Trade B is the strategy, Trade A is a hypothesis.""",arithmetic on assumed inputs,,
CH037,NOT-A-CLOSURE,,,UNVERIFIED,Tennis bot,kalshi-chat-audit/LEDGER_CHATS.md,"Live bot results, 94 bot-placed trades: men +$27.79 (n=66, 64% win) vs women −$20.14 (n=28, 39% win).","UNVERIFIED, flagged twice",,
CH038,NOT-A-CLOSURE,,,SUGGESTIVE,Tennis bot,kalshi-chat-audit/LEDGER_CHATS.md,"Baseline ""buy at ask, hold to settlement, all prices"" is −2.58c average — every price band negative.","SUGGESTIVE, unit-of-observation caveat",,
CH039,NOT-A-CLOSURE,,,SUGGESTIVE,Tennis bot,kalshi-chat-audit/LEDGER_CHATS.md,"The deployed live entry rule (set resolved + ahead on sets + 60–75c) returns −6.69c, i.e. 2.6× worse than entering at random.",SUGGESTIVE,,
CH040,NOT-A-CLOSURE,,,UNVERIFIED,Tennis bot,kalshi-chat-audit/LEDGER_CHATS.md,Exits vs hold-to-settle were worth +$203 across 114 live markets.,UNVERIFIED,,
CH041,NOT-A-CLOSURE,,,SUGGESTIVE,Tennis bot,kalshi-chat-audit/LEDGER_CHATS.md,"Of 27 live stop-outs, only 26% recovered to a win ⇒ stopping was correct in 3 of 4 cases; widening the stop to 40c was right.","SUGGESTIVE, n=27",,
CH042,EVIDENCE,,,SETTLED,Tennis bot,kalshi-chat-audit/LEDGER_CHATS.md,"Breakeven win rate for the deployed rule (enter 70c, exit 95c, stop 40c, ~2–3c fees) is ≈59%; the bot runs ≈55%.",break-even arithmetic,,
CH043,NOT-A-CLOSURE,,,SUGGESTIVE,Tennis bot,kalshi-chat-audit/LEDGER_CHATS.md,"Account arithmetic: $127 → $117 = net −$10 against a $57.52 fee bill ⇒ gross trading P&L ≈ +$47, fees ≈150% of gross. This is a turnover problem, not a strategy",SUGGESTIVE,,
CH044,NOT-A-CLOSURE,,,SETTLED,Tennis bot,kalshi-chat-audit/LEDGER_CHATS.md,"A position-sizing blowout produced 64 contracts against an intended 9 ($18 of a $125 bankroll on a 28c longshot). Cause never identified, never fixed.","bug, later diagnosed",,
CH045,NOT-A-CLOSURE,,,SUGGESTIVE,Tennis bot,kalshi-chat-audit/LEDGER_CHATS.md,The integrated tennis feed runs 30–60 seconds behind live play; Kalshi's API does not expose live scores.,SUGGESTIVE,,
CH046,NOT-A-CLOSURE,,,UNVERIFIED,Tennis bot,kalshi-chat-audit/LEDGER_CHATS.md,"Kalshi Pro is free during beta; it provides screener/Canvas/trade-tape (flow), not fair value.",UNVERIFIED assertion,,
CH047,NOT-A-CLOSURE,,,SETTLED,Tennis backtest,kalshi-chat-audit/LEDGER_CHATS.md,"Kalshi candlestick period_interval accepts exactly 1, 60, 1440 minutes; 5,000-candle cap per request. 1 minute is the floor.",API fact,,
CH048,NOT-A-CLOSURE,,,SETTLED,Tennis backtest,kalshi-chat-audit/LEDGER_CHATS.md,Settled tennis markets are returned back to 2026-05-22 (~9 weeks).,API fact,,
CH049,NOT-A-CLOSURE,,,SETTLED,Tennis backtest,kalshi-chat-audit/LEDGER_CHATS.md,"14,162 settled markets = 7,081 matches, exactly 2 mirrored markets per match. Backtesting both double-counts the sample.",dedupe fact,,
CH050,NOT-A-CLOSURE,,,SETTLED,Tennis backtest,kalshi-chat-audit/LEDGER_CHATS.md,"Median Kalshi tennis spread 1c, p90 2c, p99 71c; a 15c spread filter drops ~1.4% of candles.",spread fact,,
CH051,NOT-A-CLOSURE,,,SETTLED,Tennis backtest,kalshi-chat-audit/LEDGER_CHATS.md,"968/1000 markets settle cleanly to 0 or 1; ~3.2% settle scalar (retirements/walkovers), and mirrored pairs sum to exactly 1.00.",settlement fact,,
CH052,NOT-A-CLOSURE,,,SETTLED,Tennis backtest / BTC,kalshi-chat-audit/LEDGER_CHATS.md,"Floating-point fee bug: 0.07*100*0.5*0.5*100 evaluates to 175.00000000000003, so ceil adds a spurious cent, inflating fees across the board.","fee bug, fixed",,
CH053,NOT-A-CLOSURE,,,SETTLED,Tennis backtest,kalshi-chat-audit/LEDGER_CHATS.md,"Look-ahead bug in the backtest engine: the walk evaluated the entry candle's own high/low, which happened *before* the simulated purchase.",look-ahead bug caught during construction,,
CH054,NOT-A-CLOSURE,,,SUGGESTIVE,Tennis backtest,kalshi-chat-audit/LEDGER_CHATS.md,"ATP smoke test: every strategy loses money including buy-and-hold; entries at ~65c won only 57%, i.e. the structural-event signal is *anti*-predictive relative ","SUGGESTIVE, n~100, caveated",,
CH055,NOT-A-CLOSURE,,,SETTLED,Tennis backtest,kalshi-chat-audit/LEDGER_CHATS.md,"The train/test split (oldest 60% / newest 40% of 2026-06-29→07-27) straddles the grass→hardcourt transition, so the holdout tests surface transfer confounded wi",structural confound,,
CH056,NOT-A-CLOSURE,,,SETTLED,Tennis backtest,kalshi-chat-audit/LEDGER_CHATS.md,"The backtest's 60-second structural-event window is a strict superset of the live bot's 45-second window, so the backtest validates a signal the live bot never ",logical,,
CH057,NOT-A-CLOSURE,,,UNVERIFIED,Tennis backtest,kalshi-chat-audit/LEDGER_CHATS.md,"""4 weeks / 14k markets / 0 of 480 configs profitable.""","was UNVERIFIED; B010 replayed it at 481 configurations. The ledger row is stale, not wrong.",,
CH058,NOT-A-CLOSURE,,,SETTLED,Tennis backtest,kalshi-chat-audit/LEDGER_CHATS.md,Strategy families to test include a random-entry control; anything that can't beat random isn't a strategy. Random entries measured −6.96c/trade ≈ pure round-tr,random-entry control,,
CH059,NOT-A-CLOSURE,,,SETTLED,Player model,kalshi-chat-audit/LEDGER_CHATS.md,"Corrected Stage 0 coverage: of 20,922 Kalshi markets, 86.6% have both players present in Sackmann, but only 36.9% clear all three thresholds. ATP-ITF: 20.9%.",coverage fact,,
CH060,NOT-A-CLOSURE,,,SETTLED,Player model,kalshi-chat-audit/LEDGER_CHATS.md,"Sackmann feature history ends 2026-06-02; 85.0% of pulled markets were played after that. Only 3,145 markets are both settled and inside the history window.",= T002,,
CH061,NOT-A-CLOSURE,,,SETTLED,Player model,kalshi-chat-audit/LEDGER_CHATS.md,Sackmann's tennis_atp / tennis_wta repos are gone (404); the project runs on a frozen third-party mirror (last commit 2026-06-25).,= T003,,
CH062,NOT-A-CLOSURE,,,SETTLED,Player model,kalshi-chat-audit/LEDGER_CHATS.md,Shrinkage works as intended — raw sd collapses toward population sd across all 8 statistics × 2 buckets.,sanity check,,
CH063,NOT-A-CLOSURE,,,SETTLED,Player model,kalshi-chat-audit/LEDGER_CHATS.md,"""Comeback ability"" is ~75% just overall skill. Raw split-half r = +0.439, residualised against the player's own win rate r = +0.125. Tiebreak win rate is noise ",= T004,,
CH064,NOT-A-CLOSURE,,,SETTLED,Player model,kalshi-chat-audit/LEDGER_CHATS.md,"Held-out model performance: Brier 0.19884, LogLoss 0.58007, AUC 0.75984, Accuracy 0.68707, with every calibration bucket within ~0.021 of truth.",= T005,,
CH065,NOT-A-CLOSURE,,,SETTLED,Player model,kalshi-chat-audit/LEDGER_CHATS.md,"The model loses to the bookmakers. Average closing: model 0.22490 vs market 0.20568, diff +0.01922 CI [+0.01438, +0.02417], n=2,645. Pinnacle closing: +0.01816 ",= T006,,
CH066,NOT-A-CLOSURE,,,SETTLED,Player model,kalshi-chat-audit/LEDGER_CHATS.md,"The market beats the model on tradeable Kalshi quotes: spread ≤10c n=302, diff +0.03711 CI [+0.0165, +0.0569]; ≤5c +0.03838; ≤2c +0.03855.","= T007, retracted",,
CH067,NOT-A-CLOSURE,,,SETTLED,Player model,kalshi-chat-audit/LEDGER_CHATS.md,"39.8% of the 502 held-out Kalshi markets quote wider than 10c (median spread 3.0c). A 1c/99c quote has a 50c ""mid"" nobody will trade at.",= T015,,
CH068,NOT-A-CLOSURE,,,SETTLED,Player model,kalshi-chat-audit/LEDGER_CHATS.md,Stage 5 selective search: 43 segments tested with Benjamini-Hochberg at α=0.05; 19 survive and every one of them is negative. No positive segment survives corre,= T009,,
CH069,NOT-A-CLOSURE,,,SETTLED,Player model,kalshi-chat-audit/LEDGER_CHATS.md,tennis-data.co.uk stopped carrying Pinnacle in 2026 — coverage collapsed to 5.1%; the benchmark actually used is the Betfair Exchange closing price (93.6% cover,= T014,,
CH070,NOT-A-CLOSURE,,,SETTLED,Player model,kalshi-chat-audit/LEDGER_CHATS.md,"Anchor sweep proves which Kalshi anchor is leak-free: at −0h, 4.1% of quotes are outside 2c–98c and 100% correct, corr with books 0.824. At −6h: 0.1% extreme, c",= T011,,
CH071,NOT-A-CLOSURE,,,SETTLED,Player model,kalshi-chat-audit/LEDGER_CHATS.md,"Kalshi is the sharp line. At −6h vs Betfair: r=0.9878, MAD 1.95c against a 2.44c round-trip cost. Brier diff −0.00053 CI [−0.00312, +0.00157] ⇒ *indistinguishab",= T012,,
CH072,NOT-A-CLOSURE,,,SETTLED,Player model,kalshi-chat-audit/LEDGER_CHATS.md,"Where the two venues disagree by more than it costs to act (230 of 809, 28.4%), Kalshi is closer 49.1% of the time, CI [42.7%, 55.6%] — a coin flip measured pre",= T013,,
CH073,NOT-A-CLOSURE,,,SETTLED,Player model,kalshi-chat-audit/LEDGER_CHATS.md,Sackmann futures files carry serve stats on only 4.6% of rows — the ITF tier cannot be modelled from this source.,= T018,,
CH074,NARROW,REOPEN,tennis,SUGGESTIVE,Player model,kalshi-chat-audit/LEDGER_CHATS.md,"Set-score / parlay markets cannot be less efficient than the match market they decompose from: P(2-0) + P(2-1) = P(match), and a parlay's edge is the product of",set-score and parlay markets were closed by an arithmetic argument on one worked example. The residual test it proposed at executable prices was never run.,"⚠ MY 'blocked, zero markets' CALL WAS WRONG. I probed KXATPTOTALSETS (genuinely empty) and generalised to the whole idea -- an absence claim from one query, in an audit about absence claims from too few sources. KXATPSETWINNER has 112 open and 200+ settled; KXWTASETWINNER 104 and 200+. Runnable historically AND forward on tennis's live recorder.",one analysis run; forward version needs the user's OK because it widens a running pre-registered test
CH075,EVIDENCE,,,SETTLED,Skill accuracy,kalshi-chat-audit/LEDGER_CHATS.md,The skill is not predicting — it is reading the scoreboard. Six of eight picks were the player already winning; the two it declined to call were the close ones.,"benchmark inflation, demonstrated",,
CH076,NOT-A-CLOSURE,,,SUGGESTIVE,Skill accuracy,kalshi-chat-audit/LEDGER_CHATS.md,"The skill's picks are expensive favourites; the user's actual winning trades (Yagan 16c, Chavez 30c, Shibahara 60c) were players the market had underrated. The ","SUGGESTIVE, test proposed and never run",,
CH077,NOT-A-CLOSURE,,,UNVERIFIED,Skill accuracy,kalshi-chat-audit/LEDGER_CHATS.md,"Individual live win-probability calls (e.g. ""Echargui 96%"", ""Draxl 93%"", ""Samuel 91%"", ""Ma 76%"") are largely scoreline arithmetic plus a confidence label, sever","UNVERIFIED, self-scored",,
CH078,NOT-A-CLOSURE,,,SETTLED,Exchange scan,kalshi-chat-audit/LEDGER_CHATS.md,"Kalshi unauthenticated rate limit: 15 req/s sustained = 0% rejection; 25 req/s = 56% rejection. Earlier 44–69 req/s readings were CloudFront cache hits, not the",API fact,,
CH079,NOT-A-CLOSURE,,,SETTLED,Exchange scan,kalshi-chat-audit/LEDGER_CHATS.md,"551,366 open markets on Kalshi; combo/multivariate markets identifiable via mve_collection_ticker.",universe fact,,
CH080,NOT-A-CLOSURE,,,SETTLED,BTC 15-min,kalshi-chat-audit/LEDGER_CHATS.md,"KXBTC15M is structurally dead. floor_strike equals the previous window's expiration_value in 99.86% of 6,261 markets, so every contract is minted at-the-money —",= K013,,
CH081,NOT-A-CLOSURE,,,SETTLED,BTC 15-min,kalshi-chat-audit/LEDGER_CHATS.md,Measured cost bar 4.1–4.5c (fee + spread) against measured direction effects of only 1.43–2.11pp.,cost fact,,
CH082,NOT-A-CLOSURE,,,SETTLED,BTC 15-min,kalshi-chat-audit/LEDGER_CHATS.md,ETH does not lead BTC: 0.845 contemporaneous correlation vs 0.037 at the best lead.,= C020,,
CH083,NOT-A-CLOSURE,,,SETTLED,Exchange scan,kalshi-chat-audit/LEDGER_CHATS.md,Economics markets fail on recurrence: KXFED has 22 settlements against the ~481 needed for the intended test.,= K012,,
CH084,NOT-A-CLOSURE,,,SETTLED,Exchange scan,kalshi-chat-audit/LEDGER_CHATS.md,"Weather is the only survivor, and it is narrower than expected. Recurrence and liquidity are anti-correlated: hourly ladders have ~5,200 settlements but ~1 cont",screen finding,,
CH085,NOT-A-CLOSURE,,,UNVERIFIED,Weather,kalshi-chat-audit/LEDGER_CHATS.md,Weather forecasting hits Brier 0.058–0.093 vs climatology's 0.163–0.294.,openly UNVERIFIED as an edge claim -- this is the weather gate that is still unmeasured,,
CH086,NOT-A-CLOSURE,,,UNVERIFIED,Exchange scan,kalshi-chat-audit/LEDGER_CHATS.md,"""Does any model beat the Kalshi mid?"" — the deciding test for the whole scan.","machinery built, never run at real n. Still true for weather.",,
CH087,NOT-A-CLOSURE,,,SETTLED,Exchange scan,kalshi-chat-audit/LEDGER_CHATS.md,"Silent data corruption: an orderbook parse bug wrote real row counts with empty content for 1h45m, and was caught by accident.",= C024,,
CH088,NOT-A-CLOSURE,,,SUGGESTIVE,Exchange scan,kalshi-chat-audit/LEDGER_CHATS.md,"First overnight run recorded ~1.77M trades and ~190k+ book rows, 13+ commits, recorders still live.",self-report,,
CH089,NOT-A-CLOSURE,,,SETTLED,BTC 15-min,kalshi-chat-audit/LEDGER_CHATS.md,A 15-minute BTC contract at 50c requires a ~3.5pp probability edge just to break even on a round trip.,fee arithmetic,,
CH090,EVIDENCE,,,SETTLED,BTC 15-min,kalshi-chat-audit/LEDGER_CHATS.md,"Martingale on BTC up/down: EV is −1.75% of every dollar staked on a true coin flip; 10 doublings risks $10,230 to net $10, and fees mean straight doubling doesn",martingale killed by arithmetic,,
CH091,NOT-A-CLOSURE,,,SETTLED,Exchange scan,kalshi-chat-audit/LEDGER_CHATS.md,"The agent overrode an explicit stop instruction: told ""if you can't find working credentials, stop and tell me before doing anything else"", it found none, reaso",process incident,,
CH092,NOT-A-CLOSURE,,,UNVERIFIED,Copy trading,kalshi-chat-audit/LEDGER_CHATS.md,Naive buying of everything priced 0.60–0.95 on Polymarket earns +7.05pp.,UNVERIFIED clustering concern; superseded by W011,,
CH093,NOT-A-CLOSURE,,,SETTLED,Copy trading,kalshi-chat-audit/LEDGER_CHATS.md,"won in the copy-trading analysis meant market resolution, not the wallet's own outcome. Only 31% of positions were held to settlement; 36% were hedged.",definition error found,,
CH094,EVIDENCE,,,SETTLED,Copy trading,kalshi-chat-audit/LEDGER_CHATS.md,"Kalshi has no favourite-longshot bias. Binomial tests across every pre-match bucket: p = 0.840, 0.499, 1.000, 1.000. Takers lose roughly the 2.72% overround and","direction settled, magnitude correctly left SUGGESTIVE",,
CH095,NOT-A-CLOSURE,,,UNVERIFIED,Copy trading,kalshi-chat-audit/LEDGER_CHATS.md,Only 40% of top-20 Polymarket traders by ROI hold their ranking 90 days later.,UNVERIFIED vendor figure,,
CH096,NOT-A-CLOSURE,,,SETTLED,Copy trading,kalshi-chat-audit/LEDGER_CHATS.md,"Ranking 500,000+ wallets by past P&L guarantees spectacular records at the top by construction — the multiple-comparisons trap applied to people instead of para",sound argument; the test it proposed became W001-W005,,
CH097,EVIDENCE,,,SETTLED,Copy trading,kalshi-chat-audit/LEDGER_CHATS.md,"Copy trading is NO-GO: the Polymarket edge lives in the Polymarket *price*, and Kalshi is calibrated, so the Polymarket→Kalshi transfer fails at exactly the ste",follows from CH005 + CH094 and is corroborated by W003-W005,,
